user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,raw_timestamp,email,username,price,status,store_id
24,2025-01-31,East,Clothing,688.18,Delhi,55,Premium,2025-01-31 06:24:00,user24@mail.com,user_24,,Completed,102
180,2025-04-10,East,Electronics,155.53,Mumbai,58,Basic,2025-04-10 07:26:00,user180@mail.com,user_180,350.23,Pending,101
104,2025-05-05,South,Furniture,897.84,Jaipur,56,Premium,2025-05-05 16:27:00,user104@mail.com,user_104,277.32,Cancelled,101
171,2025-03-03,West,Clothing,436.75,Delhi,58,Free,2025-03-03 19:20:00,user171@mail.com,user_171,373.54,Cancelled,102
97,2025-05-14,West,Electronics,144.93,Bengaluru,40,Basic,2025-05-14 10:06:00,user97@mail.com,user_97,220.29,Completed,101
290,2025-02-07,North,Books,498.92,Hyderabad,30,Premium,2025-02-07 19:41:00,user290@mail.com,user_290,34.39,Completed,104
80,2025-03-21,North,Electronics,345.04,Mumbai,23,Premium,2025-03-21 03:27:00,user80@mail.com,user_80,243.42,Pending,102
138,2025-02-07,South,Furniture,68.79,Delhi,41,Free,2025-02-07 08:36:00,user138@mail.com,user_138,118.95,Cancelled,103
238,2025-01-28,North,Clothing,357.19,Jaipur,53,Free,2025-01-28 00:45:00,user238@mail.com,user_238,346.93,Cancelled,103
259,2025-01-21,South,Grocery,405.54,Jaipur,46,Premium,2025-01-21 05:52:00,user259@mail.com,user_259,367.59,Cancelled,105
158,2025-01-15,East,Furniture,747.76,Jaipur,39,Premium,2025-01-15 03:27:00,user158@mail.com,user_158,338.38,Cancelled,104
218,2025-02-26,West,Electronics,625.96,Mumbai,21,Basic,2025-02-26 20:07:00,user218@mail.com,user_218,365.95,Cancelled,104
139,2025-05-20,West,Clothing,491.02,Mumbai,32,Basic,2025-05-20 05:25:00,user139@mail.com,user_139,207.58,Pending,103
161,2025-06-26,East,Clothing,233.12,Delhi,26,Premium,2025-06-26 10:36:00,user161@mail.com,user_161,378.63,,105
138,2025-03-10,North,Furniture,407.92,Delhi,35,Premium,2025-03-10 02:42:00,,user_138,93.32,Cancelled,104
283,2025-03-30,South,Books,98.13,Delhi,43,Free,2025-03-30 07:07:00,user283@mail.com,user_283,360.14,Completed,102
269,2025-01-07,North,Furniture,567.94,Jaipur,46,Basic,2025-01-07 10:04:00,user269@mail.com,user_269,277.7,Pending,105
113,2025-02-13,North,Books,356.24,Kolkata,19,Basic,2025-02-13 06:48:00,user113@mail.com,user_113,188.19,Cancelled,104
25,2025-03-08,South,Clothing,278.03,Chennai,54,Premium,2025-03-08 00:10:00,user25@mail.com,user_25,90.64,Completed,102
292,2025-03-24,South,Books,687.24,Bengaluru,49,Free,2025-03-24 13:19:00,,user_292,11.46,Completed,105
102,2025-06-17,West,Grocery,598.19,Pune,44,Premium,2025-06-17 00:58:00,user102@mail.com,user_102,156.85,Completed,104
181,2025-05-22,North,Furniture,954.04,Mumbai,50,Free,2025-05-22 07:59:00,user181@mail.com,,242.46,Cancelled,103
135,2025-01-16,East,Furniture,606.86,Bengaluru,20,Premium,2025-01-16 10:39:00,user135@mail.com,user_135,300.9,Completed,101
247,2025-04-13,North,Books,291.18,Jaipur,56,Basic,2025-04-13 12:40:00,user247@mail.com,user_247,,Pending,101
2,2025-06-06,East,Clothing,899.03,Mumbai,51,Free,2025-06-06 07:29:00,user2@mail.com,user_2,324.81,Cancelled,105
170,2025-05-16,South,Grocery,41.83,Jaipur,17,Premium,2025-05-16 04:24:00,user170@mail.com,user_170,457.97,Pending,105
272,2025-02-17,North,Grocery,525.18,Delhi,23,Premium,2025-02-17 02:03:00,user272@mail.com,user_272,185.75,Cancelled,101
146,2025-04-06,East,Books,915.37,Delhi,38,Premium,2025-04-06 14:06:00,user146@mail.com,user_146,379.99,Cancelled,104
81,2025-04-26,South,Grocery,500.01,Mumbai,24,Premium,2025-04-26 02:34:00,user81@mail.com,user_81,,Cancelled,104
287,2025-03-09,South,Books,705.23,Jaipur,38,Premium,2025-03-09 19:54:00,user287@mail.com,user_287,455.65,,102
68,2025-03-09,East,Books,997.07,Pune,46,Premium,2025-03-09 10:20:00,user68@mail.com,user_68,,Pending,105
231,2025-02-13,North,Books,678.63,Chennai,52,Premium,2025-02-13 06:01:00,user231@mail.com,user_231,106.2,Pending,103
238,2025-05-31,North,Books,568.26,Jaipur,30,Free,2025-05-31 00:42:00,user238@mail.com,user_238,103.6,Completed,102
124,2025-06-07,South,Furniture,701.53,Bengaluru,19,Basic,2025-06-07 09:53:00,user124@mail.com,user_124,498.69,Completed,104
71,2025-04-24,West,Grocery,740.22,Jaipur,29,Premium,2025-04-24 04:07:00,user71@mail.com,user_71,366.3,Pending,104
78,2025-06-06,West,Grocery,179.77,Delhi,22,Basic,2025-06-06 17:39:00,user78@mail.com,user_78,268.16,Pending,103
65,2025-01-25,South,Grocery,927.98,Mumbai,17,Free,2025-01-25 15:32:00,user65@mail.com,user_65,,Completed,104
257,2025-01-19,South,Clothing,878.58,Pune,39,Free,2025-01-19 23:25:00,user257@mail.com,user_257,473.41,Pending,103
141,2025-05-23,East,Electronics,350.43,Mumbai,48,Premium,2025-05-23 09:50:00,user141@mail.com,,181.08,Completed,101
130,2025-03-27,East,Furniture,186.34,Delhi,18,Premium,2025-03-27 00:35:00,,user_130,104.04,Cancelled,105
131,2025-04-14,North,Books,113.41,Delhi,57,Premium,2025-04-14 09:39:00,user131@mail.com,,108.33,Completed,104
17,2025-03-20,East,Books,608.07,Pune,27,Basic,2025-03-20 16:17:00,,user_17,211.71,Completed,103
158,2025-05-14,West,Grocery,187.69,Pune,33,Free,2025-05-14 16:15:00,,user_158,426.87,Completed,103
262,2025-01-21,West,Grocery,254.12,Pune,33,Premium,2025-01-21 21:51:00,user262@mail.com,user_262,426.86,Completed,105
76,2025-01-24,West,Books,344.55,Mumbai,39,Free,2025-01-24 16:11:00,user76@mail.com,user_76,315.59,,103
15,2025-03-01,West,Furniture,41.29,Bengaluru,43,Basic,2025-03-01 11:16:00,,user_15,498.16,Completed,104
74,2025-01-07,South,Electronics,504.42,Pune,52,Basic,2025-01-07 18:41:00,,,230.2,Pending,104
46,2025-04-03,North,Clothing,284.26,Bengaluru,17,Basic,2025-04-03 16:44:00,user46@mail.com,user_46,128.19,Cancelled,105
257,2025-05-07,West,Books,285.49,Jaipur,18,Premium,2025-05-07 21:03:00,user257@mail.com,user_257,283.96,,103
293,2025-01-18,South,Furniture,203.9,Jaipur,47,Basic,2025-01-18 20:00:00,user293@mail.com,user_293,,,101
171,2025-06-13,South,Electronics,486.79,Delhi,56,Free,2025-06-13 23:30:00,user171@mail.com,user_171,11,Cancelled,101
252,2025-04-11,West,Clothing,58.53,Delhi,38,Premium,2025-04-11 13:02:00,user252@mail.com,user_252,,Cancelled,102
81,2025-02-14,South,Furniture,170.44,Pune,60,Premium,2025-02-14 13:25:00,user81@mail.com,user_81,237.2,Cancelled,102
214,2025-04-04,North,Clothing,763.73,Hyderabad,45,Basic,2025-04-04 12:16:00,user214@mail.com,user_214,223.96,Pending,101
232,2025-06-13,North,Grocery,339.94,Bengaluru,35,Free,2025-06-13 02:05:00,user232@mail.com,user_232,307.63,Cancelled,105
247,2025-01-29,North,Furniture,531.42,Jaipur,47,Basic,2025-01-29 00:53:00,user247@mail.com,user_247,464.04,Pending,102
17,2025-06-11,East,Grocery,549.12,Chennai,35,Free,2025-06-11 12:01:00,user17@mail.com,user_17,469.06,,105
27,2025-03-29,West,Clothing,567.14,Jaipur,38,Basic,2025-03-29 23:43:00,user27@mail.com,user_27,,Pending,105
166,2025-06-04,West,Books,713.23,Hyderabad,35,Basic,2025-06-04 21:24:00,user166@mail.com,user_166,,Cancelled,104
241,2025-01-06,South,Books,123.79,Mumbai,37,Basic,2025-01-06 15:51:00,user241@mail.com,user_241,,Cancelled,105
46,2025-06-23,North,Grocery,813.54,Kolkata,24,Premium,2025-06-23 11:12:00,user46@mail.com,user_46,365.44,Completed,103
100,2025-04-24,North,Grocery,430.51,Jaipur,46,Premium,2025-04-24 00:53:00,user100@mail.com,user_100,197.07,Pending,103
85,2025-03-27,West,Furniture,460.31,Jaipur,26,Free,2025-03-27 21:48:00,,user_85,199.64,Cancelled,102
254,2025-01-18,East,Grocery,36.4,Kolkata,18,Basic,2025-01-18 13:28:00,,user_254,334.89,Pending,101
210,2025-04-08,West,Books,31.6,Bengaluru,36,Basic,2025-04-08 03:22:00,user210@mail.com,user_210,380.29,Cancelled,103
218,2025-01-31,East,Furniture,769.13,Chennai,40,Free,2025-01-31 19:30:00,user218@mail.com,user_218,411.87,Completed,105
231,2025-06-28,West,Books,924.51,Mumbai,54,Basic,2025-06-28 19:32:00,user231@mail.com,,445.9,Completed,102
256,2025-06-10,South,Electronics,236.01,Mumbai,25,Basic,2025-06-10 18:52:00,user256@mail.com,user_256,142.15,Cancelled,104
278,2025-05-23,North,Grocery,714.77,Pune,51,Basic,2025-05-23 03:33:00,user278@mail.com,user_278,385.7,Cancelled,103
4,2025-04-16,West,Clothing,986.42,Chennai,25,Basic,2025-04-16 13:29:00,user4@mail.com,user_4,419.02,Pending,103
300,2025-06-18,North,Furniture,418.18,Chennai,17,Free,2025-06-18 12:49:00,user300@mail.com,user_300,494.27,,105
4,2025-03-10,South,Electronics,71.08,Pune,48,Premium,2025-03-10 09:50:00,user4@mail.com,user_4,,Completed,101
171,2025-01-02,South,Electronics,208.96,Pune,54,Free,2025-01-02 15:02:00,user171@mail.com,user_171,409.88,Pending,102
270,2025-04-25,North,Grocery,468.1,Mumbai,54,Premium,2025-04-25 09:26:00,user270@mail.com,,58.06,Completed,102
196,2025-05-22,West,Electronics,965.3,Mumbai,57,Basic,2025-05-22 04:50:00,user196@mail.com,user_196,481.82,Pending,102
168,2025-04-12,East,Books,510.76,Jaipur,41,Free,2025-04-12 10:53:00,user168@mail.com,user_168,,Completed,101
145,2025-03-07,West,Grocery,740.96,Bengaluru,40,Free,2025-03-07 23:30:00,user145@mail.com,user_145,268.25,Completed,105
290,2025-03-03,North,Books,481.45,Delhi,22,Free,2025-03-03 02:47:00,user290@mail.com,user_290,237.73,Cancelled,103
125,2025-05-25,West,Grocery,949.78,Mumbai,57,Basic,2025-05-25 10:51:00,user125@mail.com,user_125,462.57,,102
263,2025-03-18,East,Clothing,957.34,Chennai,22,Premium,2025-03-18 13:22:00,user263@mail.com,user_263,180.98,Cancelled,104
233,2025-06-15,East,Electronics,481.28,Pune,27,Free,2025-06-15 09:59:00,user233@mail.com,user_233,193.31,Completed,103
37,2025-02-05,South,Books,689.84,Delhi,37,Free,2025-02-05 03:58:00,,user_37,314.66,Completed,104
74,2025-04-11,East,Grocery,684.58,Chennai,60,Free,2025-04-11 21:12:00,user74@mail.com,user_74,435.42,,105
92,2025-06-06,North,Grocery,308.13,Mumbai,48,Premium,2025-06-06 23:04:00,user92@mail.com,user_92,116,Pending,103
136,2025-04-21,South,Books,486.02,Mumbai,57,Free,2025-04-21 02:09:00,user136@mail.com,user_136,325.61,Cancelled,105
95,2025-04-28,South,Grocery,455.75,Jaipur,23,Premium,2025-04-28 17:33:00,user95@mail.com,user_95,21.99,,102
167,2025-02-24,East,Furniture,210.49,Hyderabad,46,Free,2025-02-24 11:28:00,user167@mail.com,user_167,53.09,Pending,104
100,2025-01-28,South,Clothing,56.73,Pune,52,Premium,2025-01-28 03:05:00,user100@mail.com,user_100,46.32,Cancelled,103
41,2025-01-17,South,Books,63.37,Jaipur,31,Premium,2025-01-17 02:40:00,user41@mail.com,user_41,152.73,Pending,105
287,2025-04-12,South,Clothing,819.97,Mumbai,59,Basic,2025-04-12 23:26:00,user287@mail.com,user_287,319.54,Cancelled,105
97,2025-02-07,West,Books,639.14,Mumbai,27,Premium,2025-02-07 08:55:00,user97@mail.com,user_97,,Cancelled,101
89,2025-03-08,North,Clothing,712.61,Bengaluru,37,Free,2025-03-08 01:26:00,user89@mail.com,user_89,127.03,Cancelled,104
244,2025-04-25,East,Books,164.7,Jaipur,22,Basic,2025-04-25 09:01:00,user244@mail.com,user_244,490.8,Pending,105
294,2025-06-13,South,Clothing,752.78,Jaipur,42,Basic,2025-06-13 01:45:00,user294@mail.com,user_294,185.37,Completed,105
11,2025-05-31,West,Furniture,267.97,Pune,46,Premium,2025-05-31 09:15:00,user11@mail.com,user_11,385.44,Pending,103
111,2025-02-13,West,Clothing,251.66,Delhi,33,Basic,2025-02-13 05:02:00,user111@mail.com,user_111,143.28,,103
127,2025-06-16,North,Grocery,187.52,Mumbai,33,Free,2025-06-16 11:46:00,user127@mail.com,user_127,21.21,Cancelled,101
89,2025-02-24,West,Books,575.72,Hyderabad,30,Basic,2025-02-24 20:57:00,user89@mail.com,user_89,15.54,,104
16,2025-02-02,West,Electronics,788.43,Pune,35,Premium,2025-02-02 05:14:00,user16@mail.com,user_16,163.75,Pending,105
211,2025-04-27,South,Electronics,679.77,Mumbai,28,Free,2025-04-27 13:39:00,user211@mail.com,user_211,489.66,Cancelled,102
56,2025-04-08,West,Clothing,83.79,Delhi,33,Basic,2025-04-08 07:40:00,user56@mail.com,user_56,67.84,Pending,104
157,2025-03-01,North,Electronics,532.33,Jaipur,36,Free,2025-03-01 03:21:00,user157@mail.com,user_157,,Cancelled,104
114,2025-02-07,West,Furniture,685.32,Bengaluru,57,Basic,2025-02-07 21:54:00,,user_114,491.05,Completed,102
95,2025-02-11,South,Books,63.26,Kolkata,52,Premium,2025-02-11 01:06:00,user95@mail.com,user_95,61.92,Completed,105
270,2025-01-28,North,Books,363.65,Mumbai,45,Free,2025-01-28 12:00:00,user270@mail.com,user_270,,Cancelled,104
125,2025-06-15,South,Electronics,21.98,Jaipur,38,Premium,2025-06-15 19:51:00,user125@mail.com,user_125,465.14,Completed,102
176,2025-02-16,West,Clothing,543.6,Chennai,54,Free,2025-02-16 20:34:00,user176@mail.com,user_176,454.37,Cancelled,102
225,2025-04-29,West,Books,632.28,Delhi,60,Basic,2025-04-29 20:53:00,user225@mail.com,user_225,41.42,,102
153,2025-01-28,East,Clothing,93.28,Chennai,45,Basic,2025-01-28 16:59:00,user153@mail.com,user_153,277.58,Pending,105
131,2025-03-01,West,Books,580.99,Chennai,35,Premium,2025-03-01 12:20:00,user131@mail.com,user_131,487.19,Pending,102
100,2025-01-04,West,Furniture,321.36,Jaipur,40,Basic,2025-01-04 01:45:00,user100@mail.com,,287.83,Cancelled,102
211,2025-04-06,South,Furniture,122.61,Pune,18,Free,2025-04-06 07:06:00,user211@mail.com,user_211,448.14,Pending,103
196,2025-06-15,North,Books,70.42,Delhi,16,Premium,2025-06-15 21:25:00,user196@mail.com,user_196,415.42,Cancelled,104
281,2025-06-01,West,Furniture,700.08,Delhi,21,Free,2025-06-01 20:42:00,user281@mail.com,user_281,22.09,Completed,101
54,2025-06-21,North,Electronics,947.32,Kolkata,44,Free,2025-06-21 05:58:00,user54@mail.com,user_54,271.92,Pending,104
73,2025-03-18,East,Grocery,874.81,Chennai,18,Premium,2025-03-18 04:44:00,user73@mail.com,user_73,406.47,Completed,101
131,2025-06-20,North,Furniture,393.15,Kolkata,43,Basic,2025-06-20 17:53:00,,user_131,403.09,Completed,101
123,2025-02-22,East,Books,932.15,Bengaluru,16,Free,2025-02-22 18:16:00,,user_123,39.51,Cancelled,104
274,2025-01-15,North,Books,283.5,Pune,59,Free,2025-01-15 04:59:00,user274@mail.com,user_274,387.77,Cancelled,102
298,2025-02-04,West,Grocery,873.45,Hyderabad,55,Free,2025-02-04 03:47:00,user298@mail.com,user_298,42.87,Pending,103
127,2025-03-25,West,Furniture,25.24,Pune,45,Free,2025-03-25 08:17:00,user127@mail.com,user_127,293.52,Completed,101
93,2025-02-26,West,Furniture,805.82,Mumbai,55,Free,2025-02-26 21:37:00,user93@mail.com,user_93,175.84,Cancelled,102
44,2025-01-06,East,Clothing,723.5,Pune,23,Premium,2025-01-06 14:10:00,,user_44,309.41,Completed,104
207,2025-05-17,South,Furniture,238.72,Bengaluru,58,Free,2025-05-17 05:28:00,,user_207,67.62,Completed,104
24,2025-03-21,West,Books,567.26,Jaipur,40,Basic,2025-03-21 16:21:00,user24@mail.com,user_24,81.71,,101
202,2025-02-25,North,Electronics,757.74,Delhi,57,Basic,2025-02-25 20:48:00,user202@mail.com,user_202,365.12,Cancelled,102
203,2025-05-10,North,Electronics,858.65,Jaipur,23,Free,2025-05-10 22:20:00,user203@mail.com,user_203,452.81,Pending,103
93,2025-04-24,East,Books,628.75,Delhi,37,Basic,2025-04-24 15:47:00,user93@mail.com,user_93,373.37,Pending,101
3,2025-05-29,North,Furniture,139.88,Mumbai,16,Free,2025-05-29 22:58:00,user3@mail.com,user_3,245.44,Cancelled,104
239,2025-06-12,East,Grocery,649.14,Delhi,18,Free,2025-06-12 02:43:00,user239@mail.com,user_239,410.38,Completed,102
197,2025-06-24,South,Furniture,362.16,Mumbai,26,Basic,2025-06-24 19:09:00,user197@mail.com,user_197,406.08,,104
163,2025-02-27,North,Furniture,181.56,Hyderabad,26,Premium,2025-02-27 23:55:00,user163@mail.com,user_163,430.94,Cancelled,101
138,2025-03-07,North,Clothing,600.31,Bengaluru,28,Premium,2025-03-07 18:37:00,user138@mail.com,user_138,,Pending,105
98,2025-05-21,North,Electronics,399.89,Mumbai,27,Premium,2025-05-21 04:29:00,user98@mail.com,user_98,306,Pending,104
236,2025-01-31,East,Clothing,261.85,Pune,44,Basic,2025-01-31 23:09:00,,user_236,,Cancelled,104
230,2025-05-20,North,Books,229.99,Bengaluru,18,Basic,2025-05-20 20:21:00,user230@mail.com,user_230,463.49,Cancelled,104
225,2025-01-02,North,Books,446.23,Bengaluru,37,Free,2025-01-02 22:20:00,user225@mail.com,user_225,250.05,Pending,104
265,2025-03-06,South,Books,913.88,Jaipur,46,Free,2025-03-06 23:06:00,user265@mail.com,,343.5,Pending,102
224,2025-02-08,East,Electronics,10.27,Delhi,37,Premium,2025-02-08 20:13:00,user224@mail.com,user_224,344.45,Cancelled,101
231,2025-05-14,West,Electronics,574.61,Mumbai,44,Basic,2025-05-14 01:25:00,user231@mail.com,user_231,,Pending,103
44,2025-05-06,East,Clothing,788.29,Pune,55,Premium,2025-05-06 21:12:00,user44@mail.com,user_44,256.58,Pending,105
17,2025-06-06,West,Clothing,724.6,Pune,20,Basic,2025-06-06 04:26:00,user17@mail.com,user_17,106.45,,101
16,2025-02-01,East,Clothing,940.19,Delhi,29,Free,2025-02-01 10:56:00,user16@mail.com,user_16,455.67,,101
282,2025-06-15,North,Furniture,617.16,Kolkata,28,Free,2025-06-15 01:10:00,user282@mail.com,user_282,422.59,Completed,104
188,2025-03-05,South,Books,291.62,Jaipur,40,Basic,2025-03-05 03:30:00,user188@mail.com,user_188,186.62,Completed,101
279,2025-02-08,North,Clothing,577.17,Chennai,38,Free,2025-02-08 23:06:00,user279@mail.com,user_279,353.01,Cancelled,103
88,2025-06-04,West,Electronics,759.94,Delhi,50,Free,2025-06-04 11:12:00,user88@mail.com,user_88,406.16,Cancelled,103
101,2025-06-26,East,Furniture,234.42,Jaipur,59,Free,2025-06-26 13:27:00,user101@mail.com,user_101,332.79,Cancelled,103
258,2025-06-18,North,Electronics,617.36,Mumbai,34,Premium,2025-06-18 04:44:00,user258@mail.com,user_258,177.08,Pending,102
46,2025-01-19,East,Clothing,214.79,Delhi,23,Free,2025-01-19 15:14:00,user46@mail.com,user_46,295.75,Completed,102
120,2025-04-03,North,Electronics,868.95,Mumbai,41,Basic,2025-04-03 00:59:00,user120@mail.com,user_120,213.94,Pending,102
79,2025-02-02,East,Electronics,927.73,Hyderabad,36,Premium,2025-02-02 16:16:00,user79@mail.com,user_79,132.86,Cancelled,104
58,2025-01-26,East,Grocery,256.51,Bengaluru,43,Free,2025-01-26 03:10:00,,user_58,361.83,Cancelled,102
66,2025-05-23,North,Furniture,532.74,Delhi,30,Premium,2025-05-23 15:29:00,user66@mail.com,user_66,496.64,Cancelled,104
263,2025-01-26,North,Furniture,512.62,Kolkata,23,Basic,2025-01-26 17:08:00,user263@mail.com,user_263,339.36,Pending,105
165,2025-05-25,West,Furniture,861.27,Bengaluru,36,Basic,2025-05-25 18:49:00,user165@mail.com,user_165,247.19,Completed,105
84,2025-02-18,West,Furniture,792.31,Delhi,22,Premium,2025-02-18 00:37:00,user84@mail.com,user_84,346.6,Pending,101
226,2025-01-31,West,Furniture,93.24,Kolkata,28,Premium,2025-01-31 19:35:00,user226@mail.com,user_226,67.09,,105
36,2025-04-24,East,Books,22.18,Hyderabad,28,Free,2025-04-24 20:53:00,user36@mail.com,user_36,471.34,Pending,105
116,2025-01-05,East,Electronics,366.32,Delhi,35,Basic,2025-01-05 16:50:00,user116@mail.com,user_116,134.75,Completed,102
159,2025-01-04,East,Furniture,779.42,Bengaluru,53,Basic,2025-01-04 18:26:00,user159@mail.com,user_159,155.18,Completed,102
85,2025-01-09,West,Clothing,872.13,Delhi,23,Premium,2025-01-09 17:29:00,user85@mail.com,user_85,87.1,Pending,103
16,2025-03-11,East,Furniture,243.73,Chennai,21,Free,2025-03-11 01:25:00,user16@mail.com,user_16,466.19,,103
18,2025-02-23,South,Books,194.96,Pune,23,Free,2025-02-23 05:35:00,user18@mail.com,user_18,265.53,Cancelled,105
67,2025-05-08,East,Books,825.01,Mumbai,46,Premium,2025-05-08 19:19:00,,user_67,466.69,Cancelled,102
248,2025-04-06,West,Electronics,437.38,Mumbai,33,Premium,2025-04-06 01:15:00,user248@mail.com,user_248,356.01,,101
116,2025-03-19,North,Furniture,690.82,Jaipur,53,Free,2025-03-19 15:34:00,user116@mail.com,user_116,180.3,Completed,105
109,2025-05-19,South,Furniture,691.05,Pune,33,Free,2025-05-19 06:07:00,user109@mail.com,user_109,353.52,Pending,101
26,2025-01-23,North,Books,979.69,Bengaluru,51,Basic,2025-01-23 22:32:00,user26@mail.com,user_26,255.75,Cancelled,104
185,2025-04-09,West,Furniture,403.68,Pune,44,Basic,2025-04-09 05:18:00,,user_185,69.54,,104
2,2025-03-12,North,Furniture,493.3,Bengaluru,25,Basic,2025-03-12 15:06:00,user2@mail.com,user_2,81.17,Pending,105
251,2025-06-19,North,Grocery,416.7,Mumbai,53,Free,2025-06-19 13:21:00,,user_251,348.91,Cancelled,105
35,2025-04-13,East,Electronics,613.97,Delhi,44,Basic,2025-04-13 03:43:00,user35@mail.com,user_35,87.63,Cancelled,104
148,2025-01-20,South,Books,586.03,Mumbai,49,Basic,2025-01-20 21:23:00,user148@mail.com,user_148,429.55,Cancelled,104
193,2025-02-05,South,Grocery,142.76,Bengaluru,27,Premium,2025-02-05 07:54:00,user193@mail.com,user_193,321.4,Completed,101
219,2025-05-19,East,Furniture,573.54,Hyderabad,52,Basic,2025-05-19 00:37:00,user219@mail.com,user_219,22.75,,105
119,2025-06-08,North,Books,769.1,Delhi,35,Free,2025-06-08 05:37:00,user119@mail.com,user_119,358.67,Cancelled,102
85,2025-02-11,North,Clothing,833.55,Chennai,46,Basic,2025-02-11 15:07:00,user85@mail.com,user_85,478.15,,103
253,2025-05-23,West,Electronics,465.7,Bengaluru,17,Free,2025-05-23 13:28:00,user253@mail.com,,429.92,,105
231,2025-03-25,North,Furniture,841.07,Delhi,33,Basic,2025-03-25 10:17:00,user231@mail.com,user_231,423.42,Cancelled,103
2,2025-02-12,South,Books,203.9,Pune,60,Basic,2025-02-12 10:00:00,user2@mail.com,user_2,,Completed,101
61,2025-05-07,North,Electronics,177.17,Chennai,60,Free,2025-05-07 07:19:00,user61@mail.com,user_61,420.68,Cancelled,103
218,2025-03-12,West,Books,686.74,Mumbai,16,Premium,2025-03-12 02:48:00,user218@mail.com,user_218,70.88,Cancelled,104
296,2025-04-23,North,Clothing,140.03,Chennai,58,Basic,2025-04-23 15:54:00,,user_296,476.62,Cancelled,105
16,2025-04-04,South,Clothing,209.15,Delhi,49,Basic,2025-04-04 16:23:00,user16@mail.com,user_16,321.57,Pending,104
25,2025-03-31,South,Books,258.44,Pune,24,Free,2025-03-31 05:37:00,user25@mail.com,user_25,452.65,Pending,104
176,2025-03-09,South,Clothing,948.92,Hyderabad,57,Premium,2025-03-09 01:58:00,user176@mail.com,user_176,464.38,Cancelled,102
141,2025-01-17,South,Electronics,11.1,Pune,16,Free,2025-01-17 22:32:00,user141@mail.com,user_141,390.44,Completed,105
108,2025-05-07,North,Furniture,420.02,Delhi,45,Premium,2025-05-07 07:22:00,user108@mail.com,user_108,241.24,Cancelled,103
58,2025-02-14,East,Grocery,188.4,Hyderabad,46,Free,2025-02-14 10:00:00,user58@mail.com,user_58,445.63,Pending,104
294,2025-02-05,East,Grocery,446.49,Pune,36,Premium,2025-02-05 16:10:00,user294@mail.com,user_294,270.78,,103
241,2025-04-21,North,Electronics,285.71,Mumbai,48,Free,2025-04-21 22:40:00,user241@mail.com,user_241,455.88,Pending,101
293,2025-01-31,South,Grocery,94.88,Mumbai,33,Free,2025-01-31 12:02:00,user293@mail.com,user_293,161.47,Cancelled,103
46,2025-05-17,South,Furniture,966.53,Jaipur,44,Premium,2025-05-17 20:56:00,user46@mail.com,user_46,373.8,Pending,103
