customer_id,customer_name,email,registration_date,customer_type,email_valid
202,Sarah Neal,debra51@example.org,2024-04-02,REGULAR,True
203,Joshua Jackson,robin13@example.com,2025-09-03,VIP,True
204,Jennifer Underwood,autumn59@example.net,2024-06-09,VIP,True
205,Joshua Contreras,kristinanelson@example.net,2023-09-03,VIP,True
206,Melissa Brown,timothy65@example.net,2025-06-02,REGULAR,True
207,Mrs. Claudia Jacobson,sarahhale@example.org,2026-04-08,PREMIUM,True
208,William Hansen,hayley24@example.org,2023-08-30,REGULAR,True
209,Curtis Jenkins,khamilton@example.com,2024-12-11,REGULAR,True
210,Shari Newton,david32@example.org,2026-06-02,PREMIUM,True
211,Jonathon Reed,andrew56@example.net,2024-01-01,PREMIUM,True
212,Johnny Shannon,iramirez@example.com,2024-08-06,PREMIUM,True
213,Cassandra Gonzalez,hurleycody@example.com,2024-08-31,VIP,True
214,Deanna Joseph,krystalsmith@example.com,2025-11-14,PREMIUM,True
215,Cheryl Pearson,ichavez@example.com,2025-08-06,REGULAR,True
216,Amanda Mcclure,lisa89@example.net,2025-07-23,REGULAR,True
217,Maria Robinson,invalidemail.com,2024-10-20,PREMIUM,False
218,Erik Mora,anne47@example.net,2026-06-21,VIP,True
219,Joy Huffman,ashleyschmidt@example.com,2024-08-17,PREMIUM,True
220,Katherine Hudson,ericabrown@example.org,2024-11-18,PREMIUM,True
221,Tiffany Taylor,awilliams@example.com,2025-05-10,REGULAR,True
222,Rhonda Barrett,brenda17@example.org,2025-02-07,PREMIUM,True
223,Ann Alexander,mitchellmeredith@example.org,2025-07-11,VIP,True
224,Jessica Thompson,birdkayla@example.net,2025-11-04,REGULAR,True
225,Stephanie Russell,bjennings@example.com,2025-05-29,REGULAR,True
226,Elizabeth Hunter,logan77@example.net,2024-01-09,PREMIUM,True
227,Jeffrey Williams,gabriellesmith@example.com,2024-11-28,VIP,True
228,Christine Ward,luissnyder@example.net,2024-09-04,VIP,True
229,Christopher Hill,smithfelicia@example.org,2024-04-12,PREMIUM,True
230,Dr. William Campbell PhD,ohoward@example.com,2024-04-23,VIP,True
231,Courtney Scott,robert99@example.com,2025-09-23,PREMIUM,True
232,Daniel Henry,yoderchristina@example.com,2023-12-21,REGULAR,True
233,Nathan Freeman,marycarlson@example.org,2023-10-28,VIP,True
234,Darren Perez,jennifer24@example.com,2024-06-01,REGULAR,True
235,Mary Thomas,jamesrichard@example.net,2024-07-16,PREMIUM,True
236,Lindsay Shaw,michaelhogan@example.org,2026-02-11,REGULAR,True
237,Danielle Hall,millerrebecca@example.org,2025-05-14,REGULAR,True
238,Andrew Garrett,melinda91@example.net,2024-08-13,REGULAR,True
239,Rodney Rose,gfleming@example.net,2025-07-24,PREMIUM,True
240,David Harris,hcarroll@example.com,2026-04-05,VIP,True
241,Lawrence Kennedy,salazaranthony@example.com,2024-09-14,VIP,True
242,Ryan Ramos,peterkim@example.net,2025-08-10,VIP,True
243,Krista Jones,iblevins@example.org,2025-12-16,VIP,True
244,David Rangel,samantha62@example.net,2025-07-20,VIP,True
245,Amanda Brown,deborahtorres@example.net,2024-09-04,PREMIUM,True
246,Angela Jones,ostone@example.com,2026-01-10,REGULAR,True
247,Ralph Parker,sanchezjessica@example.org,2025-05-08,PREMIUM,True
248,Sarah Thompson,danielreyes@example.net,2024-03-09,PREMIUM,True
249,Raven Rios,nclark@example.org,2025-01-25,VIP,True
250,James Scott,zwhite@example.com,2025-06-07,VIP,True
251,Michelle Collins,adriennechavez@example.com,2024-12-19,REGULAR,True
252,Andrew Hahn,williamsbrandon@example.com,2026-03-02,PREMIUM,True
253,Kirsten Medina,frank58@example.org,2025-09-15,REGULAR,True
254,Paul Velazquez,christophernorris@example.com,2024-06-16,VIP,True
255,Nicholas Smith,amberedwards@example.com,2024-08-24,VIP,True
256,Rachel Krause,robert54@example.net,2024-10-19,REGULAR,True
257,Haley Ortiz,russell97@example.org,2023-08-07,PREMIUM,True
258,Christina Burns,santhony@example.org,2023-11-06,PREMIUM,True
259,Eddie Ramos,smithmary@example.com,2026-06-19,PREMIUM,True
260,Christopher Bowen,invalidemail.com,2023-12-29,VIP,False
261,Calvin French,jacksonmichael@example.org,2025-12-01,PREMIUM,True
262,David Cummings,matthewsemma@example.com,2023-07-29,PREMIUM,True
263,Melissa Peterson,timothy31@example.org,2026-03-09,PREMIUM,True
264,Joseph Miller,qdominguez@example.com,2025-06-21,PREMIUM,True
265,Michael Bruce,michaelward@example.org,2026-04-07,REGULAR,True
266,Brandon Armstrong,samantha75@example.org,2024-02-16,VIP,True
267,Amy Cortez,steven00@example.com,2025-02-16,VIP,True
268,Albert Miranda MD,annewilkinson@example.org,2024-10-21,PREMIUM,True
269,Sherry Burns,phillipgonzales@example.net,2025-05-29,REGULAR,True
270,Michael Flores,ricemariah@example.com,2023-09-08,VIP,True
271,Angela Hayes,coreyalexander@example.net,2024-10-01,PREMIUM,True
272,Austin Salazar,terry19@example.org,2023-10-24,REGULAR,True
273,Craig Morales,kellyjenna@example.com,2024-12-01,PREMIUM,True
274,Gabriel Moore,davidfrazier@example.net,2024-05-21,PREMIUM,True
275,Ryan Peterson,kellydestiny@example.org,2025-01-11,PREMIUM,True
276,Melissa Perez,qtate@example.com,2023-07-22,VIP,True
277,Meredith Figueroa,suzannebrock@example.net,2025-04-30,REGULAR,True
278,Lori Cooper,natashalawrence@example.com,2026-06-25,REGULAR,True
279,Gregory Allen,kimberly32@example.org,2026-07-12,PREMIUM,True
280,Kelly Nichols,james46@example.org,2025-11-25,PREMIUM,True
281,David Jones,stonechristopher@example.com,2024-12-02,REGULAR,True
282,Sandra Conrad,michael94@example.com,2026-03-04,REGULAR,True
283,Michelle Avery,lfrey@example.com,2023-11-22,REGULAR,True
284,Nathaniel Simmons,zgonzalez@example.com,2025-02-20,PREMIUM,True
285,Terry Ruiz,clarkcheryl@example.com,2026-03-29,VIP,True
286,Erica Patterson,lisa45@example.net,2024-11-19,REGULAR,True
287,Joseph May,woodardjoseph@example.com,2025-05-28,VIP,True
288,Felicia Carr,alvarezsamuel@example.net,2024-04-27,PREMIUM,True
289,John Velasquez,dstewart@example.net,2024-05-12,PREMIUM,True
290,Gina Aguilar,pgardner@example.com,2023-11-04,PREMIUM,True
291,Erin Morrison,jsweeney@example.org,2025-03-25,PREMIUM,True
292,Kevin Hernandez,adriana07@example.org,2026-03-09,PREMIUM,True
293,Lori Escobar,aaronwilson@example.org,2023-12-15,PREMIUM,True
294,Jessica Garcia,gbenton@example.com,2026-02-28,PREMIUM,True
295,Melissa Dalton,qthomas@example.org,2023-10-31,VIP,True
296,Erika Bennett,medinateresa@example.com,2023-09-10,PREMIUM,True
297,Kelsey James,invalidemail.com,2025-04-17,REGULAR,False
298,Jennifer Vasquez,brownalexis@example.net,2023-11-19,REGULAR,True
299,James Henson,williamsjessica@example.com,2024-12-30,PREMIUM,True
300,Mary Hampton,gsparks@example.org,2023-09-12,PREMIUM,True
301,Michele Steele,ghernandez@example.net,2026-03-15,REGULAR,True
302,Danielle Jenkins,bowersmelissa@example.com,2024-09-30,VIP,True
303,Rebecca Woods,waltonheidi@example.com,2024-07-25,VIP,True
304,Patricia Short,zgardner@example.org,2023-09-24,PREMIUM,True
305,Joshua Wise,riverasarah@example.net,2024-12-15,PREMIUM,True
306,Kimberly Gilbert,alicia35@example.com,2024-03-24,VIP,True
307,Christopher Evans,fergusongregory@example.com,2025-11-07,REGULAR,True
308,Kara Marshall,jennifer70@example.net,2023-12-07,REGULAR,True
309,David Atkinson MD,douglasflores@example.com,2026-02-21,PREMIUM,True
310,Melody Mitchell,timothyflores@example.net,2025-06-07,VIP,True
311,Robert Johnson,arnoldchristine@example.net,2024-03-30,REGULAR,True
312,Robert Castro,lindsaymartinez@example.com,2025-10-17,VIP,True
313,Ernest Jacobs,jonesandrew@example.com,2025-10-16,PREMIUM,True
314,Ronald Pace,vphillips@example.com,2026-02-07,PREMIUM,True
315,Michael Day,eryan@example.com,2025-02-21,REGULAR,True
316,Mia Gross,kortega@example.org,2026-04-19,REGULAR,True
317,Katherine Myers,donna69@example.org,2026-02-06,REGULAR,True
318,Mr. Christopher Miller DDS,christopher62@example.net,2024-12-04,VIP,True
319,Destiny Ross,carol23@example.net,2025-01-31,REGULAR,True
320,Nancy Baker,devin37@example.com,2023-11-24,REGULAR,True
321,Kenneth Carlson,edennis@example.org,2023-10-07,VIP,True
322,Angel Benitez,ruth46@example.org,2026-05-31,VIP,True
323,Erin Gutierrez,mejiastephanie@example.org,2026-02-06,PREMIUM,True
324,Kevin Griffith,jennifer78@example.com,2024-08-19,REGULAR,True
325,Jenna Sandoval,ahenderson@example.net,2025-02-01,PREMIUM,True
326,Stephanie Johnson,iandrews@example.org,2024-09-23,VIP,True
327,Steven Adams,brendastone@example.org,2024-09-12,REGULAR,True
328,Kevin Ward,estephens@example.com,2026-06-10,VIP,True
329,Mckenzie Smith,jessica53@example.org,2026-04-01,VIP,True
330,Christopher Dean,harringtonjeremy@example.net,2024-05-13,PREMIUM,True
331,Spencer Moreno,ydavis@example.com,2024-01-03,VIP,True
332,Beth Turner,ybenitez@example.org,2023-12-22,REGULAR,True
333,Mrs. Audrey Mason,marcus61@example.net,2024-10-24,VIP,True
334,Rebecca Robinson,davenportapril@example.net,2023-08-06,PREMIUM,True
335,Victoria Figueroa,patricia58@example.net,2024-03-17,VIP,True
336,Barbara Torres,dawsondenise@example.com,2026-06-15,REGULAR,True
337,Maria Jackson,pharrison@example.org,2023-12-24,REGULAR,True
338,Chloe Davis,jamesboyer@example.net,2025-03-03,PREMIUM,True
339,Erik Medina,chad76@example.com,2025-05-22,VIP,True
340,Roy Bailey,deannabrown@example.com,2025-03-29,PREMIUM,True
341,Jackie Elliott,rebeccabriggs@example.org,2024-07-27,VIP,True
342,Victoria Wade,curtisamy@example.net,2025-09-08,PREMIUM,True
343,Sean Collins,hfernandez@example.org,2025-10-15,REGULAR,True
344,Joshua Guzman,alisha77@example.com,2025-12-01,PREMIUM,True
345,Stacy Morales,todd46@example.com,2024-03-03,VIP,True
346,Erin Pugh,haileytate@example.org,2024-01-08,REGULAR,True
347,Andrea Davis,jessicahenson@example.net,2024-08-17,PREMIUM,True
348,Anthony Shaw,xhorn@example.net,2025-10-31,REGULAR,True
349,Matthew Knight,benjamin74@example.net,2024-09-24,VIP,True
350,David Miller,caseygood@example.org,2026-06-13,VIP,True
351,Beth Salazar,kaylaschultz@example.org,2025-03-21,REGULAR,True
352,Christopher Wolfe,evan04@example.org,2024-02-21,REGULAR,True
353,Michelle Ramirez,michaelray@example.com,2023-09-27,PREMIUM,True
354,Richard Oliver,kelly45@example.net,2024-04-16,VIP,True
355,Mark Turner,ramosdevin@example.net,2023-11-17,VIP,True
356,Eric Yates,kimberlygreene@example.net,2026-04-11,VIP,True
357,Sarah Butler,marycummings@example.net,2023-09-25,PREMIUM,True
358,Joshua Gilmore,michael70@example.org,2025-04-07,REGULAR,True
359,Teresa Robinson,mcknightsandy@example.org,2026-02-25,VIP,True
360,Ronald Blake,jennifermeyer@example.org,2025-03-06,REGULAR,True
361,Amanda Chandler,perezseth@example.org,2023-10-08,REGULAR,True
362,Anne Greene,lwilliams@example.com,2023-08-23,REGULAR,True
363,Tonya Wise,kristengreene@example.net,2023-12-19,VIP,True
364,Jonathan Webb,qchapman@example.net,2023-08-09,PREMIUM,True
365,Stephanie Briggs,emilymcdonald@example.org,2024-02-26,VIP,True
366,Anna Flynn,dperez@example.net,2025-08-15,VIP,True
367,Sarah White,zwhite@example.org,2024-07-16,VIP,True
368,Craig Jackson,harold01@example.net,2023-12-09,REGULAR,True
369,Sean Walsh,katrina23@example.net,2025-12-08,PREMIUM,True
370,Lydia Brown,rowerobert@example.com,2025-09-11,VIP,True
371,Alexander Thomas,victoriariley@example.net,2026-07-02,VIP,True
372,Brenda Russell,ashleymann@example.com,2026-06-07,PREMIUM,True
373,Vicki Wheeler,orodriguez@example.net,2025-02-22,REGULAR,True
374,John Jenkins,matthewsarthur@example.org,2025-08-17,PREMIUM,True
375,David Mueller,lindsaywallace@example.org,2025-10-12,VIP,True
376,Ashley Jones,tberry@example.net,2025-05-14,REGULAR,True
377,John Huff,michelle52@example.com,2025-06-02,PREMIUM,True
378,Diana Murphy,jcunningham@example.org,2025-06-27,REGULAR,True
379,Matthew Davis,arthur51@example.org,2024-06-09,PREMIUM,True
380,Nicole Martin,jason84@example.org,2023-12-30,REGULAR,True
381,Susan Ortiz,byrdcaleb@example.net,2023-10-01,VIP,True
382,Christopher Chavez,kguerra@example.org,2024-03-29,REGULAR,True
383,Gina Bell,pricetravis@example.com,2025-06-19,PREMIUM,True
384,Michael Mcgee,barrettbrian@example.org,2025-02-03,PREMIUM,True
385,Roberto Faulkner,curtisbetty@example.org,2023-12-03,VIP,True
386,Lorraine Clark,vincent53@example.com,2025-04-23,PREMIUM,True
387,Amber Stewart,carolinepalmer@example.com,2026-05-22,VIP,True
388,Duane Hogan,stevensalyssa@example.com,2023-12-08,VIP,True
389,Anthony Sullivan,ythomas@example.net,2024-08-11,PREMIUM,True
390,Sheri Anderson,bfriedman@example.net,2024-02-19,PREMIUM,True
391,Suzanne Ponce,lisa83@example.net,2026-05-20,PREMIUM,True
392,Jessica Mccoy,davischad@example.net,2026-05-02,REGULAR,True
393,Jennifer Mcneil,smithcandace@example.org,2025-04-14,PREMIUM,True
394,Jasmine Stanley,james52@example.net,2024-11-10,REGULAR,True
395,Rachel Perez,kevin53@example.net,2023-07-24,VIP,True
396,Angel Perez,jessicamcdonald@example.org,2024-05-01,PREMIUM,True
397,Thomas Simmons,mclaughlinchristopher@example.net,2026-02-22,REGULAR,True
398,Gary Murphy,joan61@example.org,2025-11-16,REGULAR,True
399,Caitlin Diaz,andreapatel@example.net,2026-06-13,REGULAR,True
